name;sinta_id;dept;sinta_score;sinta_3yr_score;affil_score;affil_3yr_score;scopus_h_index;gs_h_index;wos_h_index;scopus_i10_index;gs_i10_index;wos_i10_index;scopus_g_index;gs_g_index;wos_g_index;scopus_article;scopus_citation;scopus_cited_document;gs_article;gs_citation;gs_cited_document;wos_article;wos_citation;wos_cited_document
UYU WAHYUDIN;5993946;S3 - Pendidikan Masyarakat;437;90;0;0;1;7;1;0;5;0;3;1;1;3;8;2;42;414;19;3;3;1
AHMAD HAMIDI;5995207;S1 - Ilmu Keolahragaan;132;91;0;0;0;3;;0;1;;0;1;;0;0;0;22;29;8;0;0;0
YULIANTI FITRIANI;6130037;S1 - PGPAUD Kampus Serang;145;90;0;0;0;4;;0;1;;0;1;;0;0;0;20;48;11;0;0;0
MITA NURHAYATI;6745947;S1 - Kimia;131;94;0;0;2;2;;0;0;;2;1;;7;9;3;11;13;4;0;0;0
SUMANANG MUHTAR GOZALI;6121808;S1 - Matematika;290;91;0;0;2;3;;0;1;;1;1;;11;12;5;28;50;12;0;0;0
ANY ARYANI;6038233;S1 - Biologi;169;94;0;0;2;5;2;0;2;0;0;1;0;2;7;2;15;64;7;2;4;2
SUSI GUSTINA;257517;S1 - Pendidikan Seni Musik;208;94;0;0;0;2;0;0;0;0;0;2;0;0;0;0;14;9;4;0;0;0
MOKH IMAN FIRMANSYAH;5993699;S1 - Ilmu Pendidikan Agama Islam;228;94;0;0;2;4;0;0;1;0;2;1;0;3;4;2;22;58;12;0;0;0
REGINA LICHTERIA PANJAITAN;5996995;S1 - PGSD Kampus Sumedang;547;95;0;0;2;8;;0;7;;2;1;;7;7;4;47;267;31;0;0;0
BUDHI PAMUNGKAS GAUTAMA;5993835;S1 - Manajemen;207;95;0;0;1;8;0;0;5;0;0;1;0;1;1;1;38;200;17;0;0;0
MUHAMAD NURSALMAN;6143456;S2 - Pendidikan Ilmu Komputer;287;95;0;0;2;3;;1;1;;1;2;;12;27;6;17;44;10;0;0;0
ASYIFA IMANDA SEPTIANA;6681802;S1 - Rekayasa Perangkat Lunak;141;96;0;0;2;4;2;0;0;0;0;1;0;2;7;2;14;24;7;2;4;2
IMAN IMANUDIN;5994171;S1 - Ilmu Keolahragaan;335;95;0;0;1;10;;0;10;;1;1;;4;3;1;40;244;30;0;0;0
SEPTIAN WILLIYANTO;6726124;S1 - Ilmu Keolahragaan;122;101;0;0;1;2;0;0;0;0;2;1;0;2;1;1;12;18;6;0;0;0
RADITYA MUHAMMAD;6682222;S1 - Rekayasa Perangkat Lunak;165;101;0;0;1;2;0;0;0;0;1;2;1;3;1;1;10;13;8;1;0;0
FIRMAN AZIZ;6036674;S1 - Ilmu Komunikasi;219;101;0;0;2;4;;1;2;;1;1;;4;22;2;29;162;11;0;0;0
GUN GUN GUMILAR;5983442;S1 - Kimia;391;102;0;0;4;6;;1;2;;1;1;;13;51;9;28;82;16;0;0;0
DEWI INDRIATI HADI PUTRI;6720737;S1 - Sistem Telekomunikasi;179;102;0;0;2;4;;0;1;;0;1;;3;12;3;10;26;5;0;0;0
YOYO SOMANTRI;5993939;S1 - Pendidikan Teknik Elektro;415;102;0;0;3;5;;1;2;;1;1;;17;32;10;39;180;21;0;0;0
NITA NOVIANTI;5978402;S1 - Bahasa dan Sastra Inggris;378;104;0;0;3;6;;1;6;;1;1;;8;32;5;29;195;15;0;0;0
HANI YULINDRASARI;6033960;Unknown;210;105;0;0;2;5;;0;2;;1;1;;5;12;3;43;95;23;0;0;0
MIRAWATI;5982881;S1 - PGPAUD Kampus Cibiru;197;105;0;0;0;5;0;0;2;0;1;1;1;4;0;0;35;70;16;1;0;0
AGUS GUMILAR;6681736;S1 - PGSD Pendidikan Jasmani;143;104;0;0;1;2;1;0;1;0;1;1;1;5;3;2;19;14;4;2;1;1
DEDI WARSANA;6778104;S1 - Film dan Televisi;112;105;0;0;0;2;0;0;0;0;0;4;0;0;0;0;9;13;4;0;0;0
ERIK MUHAMMAD PAUHRIZI;6750889;S1 - Film dan Televisi;112;106;0;0;0;1;0;0;1;0;0;5;0;0;0;0;4;19;1;0;0;0
DEDI SUTEDI;5993118;S2 - Pendidikan Bahasa Jepang;297;106;0;0;1;7;;0;4;;2;1;;2;1;1;51;1196;29;0;0;0
TINA HAYATI DAHLAN;5980395;S2 - Psikologi Pendidikan;313;106;0;0;1;5;1;0;1;0;1;1;1;5;1;1;43;62;14;11;1;1
ARISTANTI WIDYANINGSIH;5975674;S2 - Magister Ilmu Akuntansi;495;107;0;0;0;10;0;0;12;0;0;1;0;0;0;0;39;546;24;0;0;0
DEWI TURGARINI;6681270;S1 - Manajemen Industri Katering;391;106;0;0;0;5;0;0;2;0;1;1;1;1;0;0;69;205;31;1;0;0
ANDREAS SUWANDI;6681654;S1 - Pendidikan Pariwisata;127;107;0;0;0;2;;0;1;;1;1;;1;0;0;16;21;6;0;0;0
WAHYU SURAKUSUMAH;6723267;S1 - Pendidikan Biologi;417;102;0;0;2;8;2;0;6;0;1;1;3;8;13;4;44;191;24;5;5;3
AYO SUNARYO;5994222;S2 - Pendidikan Seni;85;58;0;0;0;4;0;0;1;0;0;1;1;0;0;0;21;35;9;0;0;0
MOHAMMAD ZAKY;6681872;S1 - Ilmu Keolahragaan;2283;63;0;0;2;1;30;0;0;53;1;1;11;3;0;0;10;4;2;88;3686;82
NIA LESTARI;6706109;S1 - Pendidikan Tata Boga;72;68;0;0;0;1;;0;1;;0;5;;0;0;0;8;17;4;0;0;0
RISA TRIARISANTI;6102047;S1 - Pendidikan Bahasa Korea;61;57;0;0;0;1;0;0;1;0;1;1;0;1;0;0;13;42;4;0;0;0
TIN RUSTINI;6006348;S1 - PGSD Kampus Cibiru;216;52;0;0;0;5;;0;4;;0;1;;0;0;0;82;120;24;0;0;0
MELA DARMAYANTI;6120443;S1 - Pendidikan Guru Sekolah Dasar;65;48;0;0;0;2;;0;0;;0;2;;0;0;0;21;15;6;0;0;0
YENI YUNIARTI;5977425;S1 - PGSD Kampus Cibiru;184;46;0;0;0;9;;0;7;;0;2;;0;0;0;54;213;23;0;0;0
DEWI KARYATI;5995041;S1 - Pendidikan Seni Tari;101;45;0;0;1;2;0;0;0;0;0;1;1;1;1;1;11;10;6;0;0;0
KATIAH;5979412;S1 - Pendidikan Tata Busana;108;50;0;0;0;1;;0;0;;0;1;;0;0;0;37;2;2;0;0;0
MUH. HUSEN ARIFIN;6745847;S1 - PGSD Kampus Cibiru;182;67;0;0;0;3;;0;0;;0;1;;0;0;0;57;28;11;0;0;0
AHMAD MULYADIPRANA;6000290;S1 - PGSD Kampus Tasikmalaya;128;54;0;0;0;5;;0;1;;1;1;;2;0;0;70;66;19;0;0;0
ENCEP SUPRIATNA;5998557;S2 - Pendidikan Sejarah;118;54;0;0;2;5;0;0;3;0;0;1;0;2;12;2;73;117;19;0;0;0
MOMOD ABDUL SOMAD;5991838;S3 - Pendidikan Umum dan Karakter;81;54;0;0;0;4;;0;1;;0;1;;0;0;0;18;43;9;0;0;0
DADANG KURNIA;6721738;S1 - PGSD Kampus Sumedang;282;61;0;0;1;10;;0;10;;2;1;;4;2;1;124;402;46;0;0;0
SEHABUDIN SALASA;6143765;D3 - Keperawatan;94;60;0;0;0;2;0;0;1;0;1;1;0;3;0;0;15;22;3;0;0;0
RANGGA GELAR GUNTARA;6738149;S1 - Bisnis Digital;115;55;0;0;1;3;0;0;0;0;2;1;0;2;3;1;17;29;8;0;0;0
SAMBAS ALI MUHIDIN;5994124;S1 - Pendidikan Manajemen Perkantoran;397;56;0;0;1;18;;0;22;;1;1;;3;1;1;72;3464;60;0;0;0
LUKMAN;6675529;S1 - Pendidikan Matematika;114;66;0;0;1;1;;0;0;;1;2;;5;1;1;2;3;2;0;0;0
HIKMAT PRAMAJATI;6132635;Profesi - Profesi Ners Kampus Sumedang;70;56;0;0;1;1;0;0;0;0;0;1;0;1;2;1;9;3;2;0;0;0
FITRANTY ADIRESTUTY;6682473;S1 - Ilmu Ekonomi dan Keuangan Islam;106;56;0;0;1;4;;0;1;;2;1;;2;1;1;20;43;10;0;0;0
YONA WAHYUNINGSIH;6004841;S1 - PGSD Kampus Cibiru;195;56;0;0;0;3;;0;1;;0;1;;0;0;0;60;51;19;0;0;0
RUDIYANTO;6039467;S2 - Pendidikan Anak Usia Dini;189;56;0;0;0;4;;0;2;;0;1;;0;0;0;145;78;32;0;0;0
TONI SETIAWAN SUTANTO;6126662;S1 - Pendidikan Seni Musik;90;56;0;0;1;0;0;0;0;0;0;2;0;1;3;1;0;0;0;0;0;0
AMELINDA PRATIWI;6745853;S1 - Kimia;133;56;0;0;2;2;2;0;0;0;3;2;0;4;5;2;6;9;3;2;5;2
ENTAN SAPTANI;6682914;S1 - PGSD Penjas Kampus Sumedang;204;56;0;0;1;5;;0;0;;2;5;;2;3;2;32;66;19;0;0;0
BUDI SUPRIATONO PURNOMO;5996343;S1 - Akuntansi;289;56;0;0;0;7;;0;5;;1;2;;2;0;0;65;177;20;0;0;0
ASMA AZIZAH;6705531;S1 - Pendidikan Bahasa Korea;68;54;0;0;0;1;0;0;0;0;0;1;0;0;0;0;10;2;2;0;0;0
DADANG;6005751;S3 - Pendidikan Bahasa Indonesia;459;54;0;0;1;9;;0;8;;0;1;;1;3;1;118;463;78;0;0;0
HADY SITI HADIJAH;5994566;S2 - Manajemen Perkantoran;161;56;0;0;0;7;0;0;6;0;0;1;0;0;0;0;30;310;16;0;0;0
IQBAL LHUTFI;6745836;S1 - Pendidikan Akuntansi;65;54;0;0;0;2;0;0;1;0;0;1;0;0;0;0;12;23;4;0;0;0
AYANG ARMELITA ROSALIA;6721849;S1 - Sistem Informasi Kelautan;69;56;0;0;0;2;0;0;0;0;0;1;0;0;0;0;14;10;6;0;0;0
ELAN ELAN;6736627;S1 - PGPAUD Kampus Tasikmalaya;154;54;0;0;1;6;;0;3;;0;1;;1;6;1;65;150;31;0;0;0
DEWI NUR AZIZAH;5994054;S1 - Pendidikan Teknologi Agroindustri;127;66;0;0;1;3;;0;0;;0;1;;2;5;1;20;19;9;0;0;0
AGUS MULYANA;5992575;S3 - Pendidikan Sejarah;232;66;0;0;1;6;0;0;5;0;2;1;0;8;1;1;21;246;9;0;0;0
M RIDWAN SUTISNA;6143237;S1 - PGSD Kampus Cibiru;78;66;0;0;0;3;0;0;1;0;1;1;0;2;0;0;21;32;11;0;0;0
SAEFUDIN;6721267;S1 - Pendidikan Biologi;149;54;0;0;1;4;;0;2;;1;2;;6;2;2;14;116;12;0;0;0
SOLIHIN ICHAS HAMID;257005;S1 - PGPAUD Kampus Cibiru;292;66;0;0;0;10;;0;10;;1;1;;1;0;0;84;307;44;0;0;0
RIKA SARTIKA;5990052;S1 - Pendidikan Sosiologi;107;66;0;0;0;2;0;0;0;0;1;1;1;1;0;0;15;11;6;1;0;0
RIKA MARDIANI;6750042;S1 - Pendidikan Akuntansi;80;66;0;0;0;3;;0;1;;0;1;;0;0;0;15;33;6;0;0;0
MUHAMAD MARIS AL GIFARI;6101870;S1 - Pendidikan Teknik Otomotif;109;54;0;0;1;0;;0;0;;1;0;;5;3;2;0;0;0;0;0;0
HALIMAH;6004942;S2 - Pendidikan Bahasa Indonesia Bagi Penutur Asing;155;66;0;0;1;3;0;0;1;0;1;1;0;2;1;1;47;60;10;0;0;0
RANA GUSTIAN NUGRAHA;6095021;S1 - PGSD Kampus Sumedang;112;67;0;0;1;3;0;0;1;0;1;1;0;1;0;0;33;43;8;0;0;0
SURDINIATY UGELTA;5995254;S1 - Ilmu Keolahragaan;135;50;0;0;1;5;;0;2;;1;1;;4;2;1;27;83;11;0;0;0
BAMBANG WIDJAJANTA;5984870;S3 - Manajemen;209;50;0;0;2;7;0;0;5;0;0;1;0;2;8;2;52;312;24;0;0;0
CARIA NINGSIH;6039392;S2 - Pariwisata;211;67;0;0;0;5;0;0;3;0;1;1;1;3;0;0;50;90;20;3;0;0
AAN SUKANDAR;5983988;D3 - Teknik Mesin;66;51;0;0;0;2;;0;0;;1;2;;3;0;0;15;8;4;0;0;0
JAJAT DARAJAT KUSUMAH N.;5994923;S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi;176;51;0;0;1;4;1;0;3;0;2;2;0;2;3;2;42;72;13;1;1;1
RISWANDA SETIADI;5990173;S2 - Pendidikan Bahasa Perancis;228;54;0;0;2;6;;0;4;;4;1;;4;11;4;24;142;18;0;0;0
MUHAMMAD TAUFIK DWI PUTRA;6745726;S1 - Teknik Komputer;56;51;0;0;1;0;0;0;0;0;0;1;0;1;1;1;4;0;0;0;0;0
HARUN IMANSYAH;6186539;S1 - Pendidikan Fisika;273;51;0;0;3;8;;2;8;;3;1;;5;54;3;29;411;18;0;0;0
PRIHANTINI;6070701;S2 - Pendidikan Guru Sekolah Dasar Kampus Cibiru;80;52;0;0;0;4;;0;1;;1;1;;2;0;0;44;60;13;0;0;0
OYON HAKI PRANATA;6128525;S1 - PGSD Kampus Tasikmalaya;115;52;0;0;0;6;;0;3;;0;0;;0;0;0;68;163;0;0;0;0
JAJANG WARYA;5993287;S1 - Ilmu Ekonomi dan Keuangan Islam;120;45;0;0;0;5;0;0;2;0;0;6;0;0;0;0;31;85;20;0;0;0
PUJI RAHAYU;5993194;S1 - PGSD Kampus Purwakarta;94;45;0;0;0;0;;0;0;;0;4;;0;0;0;0;0;0;0;0;0
MUHAMAD IQBAL;5978331;S1 - Pendidikan IPS;178;45;0;0;0;1;0;0;0;0;1;1;0;2;0;0;49;2;2;0;0;0
NANI IMANIYATI;5994561;S2 - Manajemen Perkantoran;190;45;0;0;0;6;0;0;5;0;0;1;0;0;0;0;22;209;14;0;0;0
RIDWAN PURNAMA;5994356;S3 - Manajemen;244;45;0;0;0;6;;0;4;;0;1;;0;0;0;40;214;23;0;0;0
NANI M SUGANDHI;5994979;S2 - Bimbingan Dan Konseling;97;45;0;0;1;5;;0;4;;2;1;;3;2;1;14;940;7;0;0;0
DADANG DAHLAN;5993404;S3 - Pendidikan Ekonomi;203;46;0;0;1;3;1;0;2;0;2;1;0;2;2;1;26;49;7;1;1;1
TONI HERYANA;5995980;S1 - Akuntansi;217;46;0;0;1;4;0;0;1;0;1;1;1;1;2;1;26;57;12;1;0;0
EUIS HERYATI;5996352;S1 - Pendidikan Khusus;144;46;0;0;0;3;0;0;1;0;1;1;0;1;0;0;26;67;8;0;0;0
DIKY ZAKARIA;6779007;S1 - Mekatronika dan Kecerdasan Buatan Kampus Purwakart;159;46;0;0;2;4;;0;2;;1;1;;8;13;5;12;53;8;0;0;0
PURNAWAN;5976918;S1 - Pendidikan Teknik Mesin;225;52;0;0;1;5;;0;3;;1;1;;3;2;1;43;137;22;0;0;0
LISNAWATI;5986471;S1 - Pendidikan Bisnis;259;46;0;0;2;6;1;0;1;0;2;1;1;5;9;3;51;90;23;1;1;1
PRIMANITA SHOLIHAH ROSMANA;6745893;S1 - PGSD Kampus Purwakarta;52;47;0;0;0;1;;0;0;;0;0;;0;0;0;1;2;1;0;0;0
AGUS MUHARAM;5995848;S2 - Pendidikan Dasar;86;46;0;0;0;0;;0;0;;1;0;;3;0;0;0;0;0;0;0;0
ISHAK ARIAWAN;6745750;S1 - Sistem Informasi Kelautan;70;47;0;0;1;1;0;0;0;0;1;1;0;2;3;1;9;4;1;0;0;0
AFI FADLILAH;5995742;S2 - Pendidikan Bahasa Perancis;71;47;0;0;1;3;;1;1;;0;1;;1;11;1;13;34;6;0;0;0
LUKMAN HAKIM;6754055;S1 - Pendidikan Bahasa Inggris;75;47;0;0;1;4;;0;3;;1;1;;2;1;1;29;44;9;0;0;0
NOVRIZAL ACHMAD NOVAN;6681784;S1 - Kepelatihan Fisik Olahraga;64;47;0;0;0;2;;0;0;;1;1;;2;0;0;10;12;5;0;0;0
NADIA AULIA NADHIRAH;6141923;S1 - Bimbingan Dan Konseling;85;55;0;0;1;1;;0;0;;1;1;;2;1;1;19;8;6;0;0;0
HAIKAL MUHAMMAD IHSAN;6745327;S1 - Sains Informasi Geografi;57;55;0;0;1;0;0;0;0;0;1;1;0;2;1;1;6;0;0;0;0;0
SRI WIYANTI;5982361;S1 - Bahasa dan Sastra Indonesia;75;47;0;0;0;1;0;0;0;0;1;2;1;1;0;0;19;4;3;1;0;0
ZAKIAH PAWITAN;6688227;S1 - Pendidikan Seni Rupa;303;55;0;0;0;2;0;0;0;0;0;1;0;0;0;0;8;11;4;0;0;0
NETI BUDIWATI;5993201;S1 - Pendidikan Ekonomi;215;55;0;0;0;5;;0;3;;0;1;;0;0;0;54;111;20;0;0;0
DADANG YUNUS LUTFIANSYACH;6654442;S1 - Pendidikan Masyarakat;131;55;0;0;1;4;0;0;1;0;1;2;1;8;4;2;26;51;14;2;0;0
RUDI ADI NUGROHO;6662754;S2 - Pendidikan Bahasa Indonesia;100;55;0;0;0;2;;0;0;;1;1;;0;0;0;16;5;2;0;0;0
WILDAN ALFIA NUGROHO;6745719;S1 - PGSD Pendidikan Jasmani;79;55;0;0;0;2;0;0;0;0;0;1;0;0;0;0;13;19;7;0;0;0
SILMI AFINA ALIYAN;6749474;S1 - Sains Informasi Geografi;76;56;0;0;2;2;;0;0;;1;1;;4;8;2;5;7;3;0;0;0
IIK NURULPAIK, S.PD., M.PD;5995495;S1 - Administrasi Pendidikan;172;55;0;0;1;3;;0;0;;2;1;;2;1;1;12;21;5;0;0;0
ANASTASIA WULANDARI;6655698;S1 - Psikologi;52;49;0;0;0;3;;0;0;;0;1;;0;0;0;14;24;6;0;0;0
DADI MULYADI;6689987;S1 - Teknologi Pendidikan;70;48;0;0;0;2;0;0;0;0;0;1;0;0;0;0;18;13;8;0;0;0
RINA NURHUDI RAMDHANI;6697084;S1 - Bimbingan Dan Konseling;70;49;0;0;0;3;;0;2;;1;1;;1;0;0;9;35;4;0;0;0
GHOITSA ROHMAH NURAZIZAH;5989817;Unknown;181;49;0;0;1;4;;0;0;;1;1;;6;1;1;28;39;13;0;0;0
SRI WURYASTUTI;6656926;S1 - PGSD Kampus Serang;113;50;0;0;1;0;0;0;0;0;0;1;0;1;2;1;0;0;0;0;0;0
ADI PREHANTO;6745739;S1 - Bisnis Digital;50;50;0;0;0;2;;0;2;;0;1;;0;0;0;8;33;3;0;0;0
YATI RUHAYATI;6653699;S1 - Ilmu Keolahragaan;181;50;0;0;1;5;0;0;2;0;1;1;0;3;3;1;35;56;12;0;0;0
DEDAH NINGRUM;6130820;D3 - Keperawatan Kampus Sumedang;51;50;0;0;1;2;0;1;1;0;0;2;0;1;10;1;11;40;6;0;0;0
TRI KARYONO;5994642;S3 - Pendidikan Seni;323;52;0;0;0;5;0;0;3;0;0;1;1;0;0;0;70;192;12;0;0;0
HERNIWATI;6005824;S2 - Pendidikan Bahasa Jepang;952;53;0;0;0;3;0;0;0;0;0;1;0;0;0;0;90;34;22;0;0;0
MOCHAMAD IQBAL ARDIMANSYAH;6658552;S1 - Rekayasa Perangkat Lunak;108;53;0;0;1;3;0;0;0;0;1;1;1;4;1;1;12;16;6;1;0;0
R IRAWAN SURASETJA;5995585;S1 - Arsitektur;144;53;0;0;1;2;0;0;1;0;1;1;0;2;1;1;17;52;7;0;0;0
JOHAR PERMANA;5991886;S3 - Administrasi Pendidikan;249;53;0;0;1;11;;0;11;;0;1;;1;1;1;85;1425;53;0;0;0
HERBERT SIREGAR;5991008;S1 - Ilmu Komputer;293;53;0;0;2;6;0;0;2;0;1;1;1;6;9;3;20;80;12;1;0;0
DELITA SEPTIA ROSDIANA;6726328;S1 - Gizi;82;53;0;0;0;1;0;0;1;0;1;1;0;2;0;0;5;15;1;0;0;0
AAN LISTIANA;6001641;S2 - Pendidikan Anak Usia Dini;199;53;0;0;0;3;0;0;0;0;0;3;1;0;0;0;38;31;15;7;0;0
KANDA RUSKANDI;5995794;S1 - PGSD Kampus Purwakarta;65;53;0;0;1;3;;0;0;;1;1;;2;1;1;29;19;5;0;0;0
HENI KOMALASARI;5995194;S1 - Pendidikan Seni Tari;86;60;0;0;0;3;0;0;1;0;1;1;0;1;0;0;20;28;8;0;0;0
DEDE MARGO IRIANTO;6123185;S2 - Pendidikan Guru Sekolah Dasar Kampus Cibiru;163;60;0;0;0;5;;0;3;;1;1;;1;0;0;59;86;20;0;0;0
MOHAMAD ZAKA AL FARISI;258095;S1 - Pendidikan Bahasa Arab;326;60;0;0;2;8;0;0;7;0;0;1;0;2;9;2;34;468;24;0;0;0
LILIS KOMARIYAH;6745825;S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi;80;48;0;0;0;4;;0;3;;1;1;;2;0;0;16;83;9;0;0;0
IMAS PURNAMASARI;5995993;S1 - Pendidikan Akuntansi;288;60;0;0;0;8;0;0;7;0;1;1;0;1;0;0;58;199;31;0;0;0
RINANDA RIZKY AMALIA SHALEHA;6745841;S1 - Psikologi;74;60;0;0;1;2;0;0;1;0;0;1;0;1;1;1;11;24;4;0;0;0
FERRY DWI CAHYADI;6088631;S1 - Pendidikan Kelautan dan Perikanan Kampus Serang;92;61;0;0;0;3;0;0;1;0;1;2;0;1;0;0;17;50;8;0;0;0
ARIE RAKHMAT RIYADI;259151;S1 - Pendidikan Guru Sekolah Dasar;227;60;0;0;0;6;0;0;4;0;1;1;1;1;0;0;53;119;26;1;0;0
ANIN RUKMANA;6042017;S1 - PGSD Penjas Kampus Sumedang;108;62;0;0;2;4;;0;2;;0;4;;2;6;2;26;76;13;0;0;0
SITI MUJDALIPAH;6042954;S1 - Pendidikan Teknologi Agroindustri;352;61;0;0;1;8;;0;8;;2;1;;6;4;4;54;607;32;0;0;0
ASEP HERRY HERNAWAN;6796197;Unknown;256;62;0;0;0;16;;0;24;;1;2;;5;0;0;88;1382;55;0;0;0
ERWIN RAHAYU SAPUTRA;6745747;S1 - PGSD Kampus Tasikmalaya;128;62;0;0;1;2;0;0;0;0;1;4;0;2;1;1;16;15;5;0;0;0
ARDIANSAH;6754065;S1 - Perpustakaan dan Sains Informasi;113;63;0;0;0;2;0;0;0;0;1;1;0;3;0;0;7;9;3;0;0;0
IIS AISYAH;6156866;S1 - Keperawatan Kampus Sumedang;63;62;0;0;2;3;;0;2;;0;1;;4;16;4;7;52;4;0;0;0
DIDIN SAMSUDIN;6102061;S1 - Pendidikan Bahasa Korea;74;63;0;0;0;1;0;0;1;0;1;2;0;1;0;0;9;18;2;0;0;0
AGUNG SETYO SASONGKO;6692607;S1 - Pendidikan Kelautan dan Perikanan Kampus Serang;99;63;0;0;0;2;0;0;0;0;1;1;0;1;0;0;15;12;6;0;0;0
IQBAL FADLIL 'ABDILLAH SHODIKIN;6748117;Unknown;465;63;0;0;0;56;;0;161;;0;1;;0;0;0;369;24765;268;0;0;0
BACHTIAR HASAN;5991821;S1 - Teknik Elektro;328;67;0;0;2;5;;0;4;;1;3;;9;5;2;48;184;24;0;0;0
AMIN BUDIAMIN;5995112;S1 - Bimbingan Dan Konseling;170;67;0;0;1;8;;0;6;;1;1;;3;2;1;28;238;19;0;0;0
IMA NIMAH CHUDARI;6043715;S1 - PGSD Kampus Serang;83;67;0;0;1;4;;0;0;;0;1;;1;2;1;26;29;9;0;0;0
ANDHIN DYAS FITRIANI;5989139;S1 - Pendidikan Guru Sekolah Dasar;198;67;0;0;0;7;;0;4;;1;2;;1;0;0;105;157;40;0;0;0
IKIN SOLIKIN;5994587;S2 - Magister Ilmu Akuntansi;253;67;0;0;0;6;;0;4;;0;2;;0;0;0;23;255;16;0;0;0
FENY PUSPITASARI;6745755;S1 - Pendidikan Tata Busana;101;68;0;0;0;1;;0;0;;0;1;;0;0;0;7;6;1;0;0;0
GIRANG RAZATI;5984831;S1 - Pendidikan Bisnis;198;67;0;0;0;4;0;0;3;0;0;1;1;0;0;0;25;55;14;5;0;0
AHMAD HUDAIBY GALIH KUSUMAH;5989818;S2 - Pariwisata;241;68;0;0;0;5;0;0;1;0;1;1;0;3;0;0;55;64;21;3;0;0
ASEP SUMPENA;5978427;S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi;109;57;0;0;0;2;0;0;1;0;1;1;1;2;0;0;20;23;5;1;0;0
HERLINA;5995734;S1 - Psikologi;113;57;0;0;0;3;0;0;1;0;0;1;1;0;0;0;29;27;11;3;0;0
RAMA WIJAYA ABDUL ROZAK;6759147;S1 - Manajemen Resort dan Leisure;90;57;0;0;0;4;;0;3;;1;1;;2;0;0;24;100;14;0;0;0
IMAS DAMAYANTI;6137276;S1 - Ilmu Keolahragaan;178;61;0;0;0;5;;0;3;;1;1;;3;0;0;23;58;10;0;0;0
KURNIA EKA WIJAYANTI;6004877;S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi;104;57;0;0;1;0;0;0;0;0;2;1;0;3;4;3;5;0;0;0;0;0
AMAR MUFHIDIN;6750051;S1 - Pendidikan Teknik Bangunan;72;57;0;0;1;4;;0;0;;2;1;;2;1;1;33;31;13;0;0;0
SRI WAHYUNI TANSHZIL;5995176;S1 - Pendidikan Pancasila Dan Kewarganegaraan;127;62;0;0;1;3;0;0;1;0;2;2;1;2;2;2;24;75;9;1;0;0
TATANG SURATNO;6729458;S1 - PGSD Kampus Serang;344;58;0;0;2;11;;1;14;;1;1;;4;21;2;56;444;31;0;0;0
ABUBAKAR;6664496;S2 - Administrasi Pendidikan;175;58;0;0;0;2;;0;2;;0;0;;0;0;0;11;199;2;0;0;0
TATI SUMIATI;6144320;Unknown;92;58;0;0;2;0;;0;0;;3;3;;3;6;2;0;0;0;0;0;0
ASEP NURYADIN;6745757;S1 - Bisnis Digital;75;58;0;0;0;2;;0;0;;0;1;;0;0;0;10;6;4;0;0;0
NUR AEDI;6001913;S3 - Administrasi Pendidikan;383;58;0;0;0;8;;0;8;;1;1;;1;0;0;57;727;22;0;0;0
ITA RUSTIATI RIDWAN;6043743;S1 - PGSD Kampus Serang;239;68;0;0;1;5;0;0;2;0;0;1;0;1;2;1;24;84;9;0;0;0
DEWI DOLIFAH;6128765;D3 - Keperawatan Kampus Sumedang;67;59;0;0;1;1;0;1;1;0;1;1;0;2;10;1;6;28;2;0;0;0
NURALY MASUM APRILY;6746170;S1 - PGPAUD Kampus Tasikmalaya;60;58;0;0;0;3;;0;2;;0;1;;0;0;0;12;31;5;0;0;0
MARDIANI;5979146;S1 - Teknik Sipil;82;57;0;0;1;2;;0;0;;2;1;;2;1;1;35;10;5;0;0;0
SUCI SUNDUSIAH;6679899;S2 - Pendidikan Bahasa Indonesia Bagi Penutur Asing;136;59;0;0;1;4;0;0;2;0;1;1;1;2;1;1;33;46;10;0;0;0
RIZKI HIKMAWAN;6122897;S1 - Pendidikan Sistem dan Teknologi Informasi Kampus P;80;59;0;0;0;5;;0;2;;1;1;;2;0;0;32;69;16;0;0;0
RETTY ISNENDES;5994546;S2 - Linguistik;208;63;0;0;0;6;;0;4;;0;1;;0;0;0;86;150;24;0;0;0
IDRUS AFFANDI;6745710;S3 - Pendidikan Kewarganegaraan;294;60;0;0;1;9;;0;7;;1;1;;3;1;1;73;252;30;0;0;0
NUGRAHA SUHARTO;6121505;S2 - Administrasi Pendidikan;110;64;0;0;0;1;;0;0;;0;1;;0;0;0;19;1;1;0;0;0
SENDI FAUZI GIWANGSA;6723381;S1 - Pendidikan Guru Sekolah Dasar;96;60;0;0;0;3;;0;1;;1;3;;1;0;0;14;39;9;0;0;0
BAMBANG TRISNO;5993962;S1 - Pendidikan Teknik Elektro;160;63;0;0;2;3;0;0;1;0;1;2;0;7;16;4;13;44;7;0;0;0
EKA SURACHMAN;5979141;S1 - Manajemen;65;64;0;0;1;1;;1;1;;0;1;;2;12;1;3;22;1;0;0;0
